Contig,Source,Locus,Number of Genes (before filtering)
CAXDIQ010000119.1,Waterfowl/LongTailed_Duck/bClaHye2_alt,TRG,16
OZ223820.1,Waterfowl/Tundra_Swan/bCygCol1_pri,TRA,32
OZ223794.1,Waterfowl/Tundra_Swan/bCygCol1_pri,TRB,11
OZ223795.1,Waterfowl/Tundra_Swan/bCygCol1_pri,TRG,7
OZ223820.1,Waterfowl/Tundra_Swan/bCygCol1_pri,TRD,8
CBCUAL010000025.1,Waterfowl/Tundra_Swan/bCygCol1_alt,TRA,32
CBCUAL010000001.1,Waterfowl/Tundra_Swan/bCygCol1_alt,TRB,11
CBCUAL010000002.1,Waterfowl/Tundra_Swan/bCygCol1_alt,TRG,7
CBCUAL010000025.1,Waterfowl/Tundra_Swan/bCygCol1_alt,TRD,8
CM072124.1,Waterfowl/Brazilian_Merganser/bMerOct1_alt,TRA,26
CM072100.1,Waterfowl/Brazilian_Merganser/bMerOct1_alt,TRB,12
CM072101.1,Waterfowl/Brazilian_Merganser/bMerOct1_alt,TRG,14
CM072124.1,Waterfowl/Brazilian_Merganser/bMerOct1_alt,TRD,5
CM072307.1,Waterfowl/Brazilian_Merganser/bMerOct1_pri,TRA,28
CM072283.1,Waterfowl/Brazilian_Merganser/bMerOct1_pri,TRB,8
CM072284.1,Waterfowl/Brazilian_Merganser/bMerOct1_pri,TRG,8
CM072307.1,Waterfowl/Brazilian_Merganser/bMerOct1_pri,TRD,5
JANXIN010000008.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_pri,TRB,8
JANXIN010000035.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_pri,TRG,2
JANXIO010000021.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_alt,TRB,6
JANXIO010000019.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_alt,TRG,2
JANXIO010000125.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_alt,TRD,2
CM026008.1,Woodpeckers/Downy_Woodpecker/bDryPub1_pri,TRB,4
CM025997.1,Woodpeckers/Downy_Woodpecker/bDryPub1_pri,TRG,2
CM026035.1,Woodpeckers/Downy_Woodpecker/bDryPub1_pri,TRD,1
JACNMW010000081.1,Woodpeckers/Downy_Woodpecker/bDryPub1_alt,TRB,4
JACNMW010000067.1,Woodpeckers/Downy_Woodpecker/bDryPub1_alt,TRG,2
JACNMW010000623.1,Woodpeckers/Downy_Woodpecker/bDryPub1_alt,TRD,1
CM026815.1,Woodpeckers/RedFronted_Tinkerbird/bPogPus1_pri,TRA,12
CM026790.1,Woodpeckers/RedFronted_Tinkerbird/bPogPus1_pri,TRB,7
CM026807.1,Woodpeckers/RedFronted_Tinkerbird/bPogPus1_pri,TRG,2
CM026815.1,Woodpeckers/RedFronted_Tinkerbird/bPogPus1_pri,TRD,1
JADCQL010001123.1,Woodpeckers/RedFronted_Tinkerbird/bPogPus1_alt,TRB,7
JADCQL010000938.1,Woodpeckers/RedFronted_Tinkerbird/bPogPus1_alt,TRG,1
JADCQL010001562.1,Woodpeckers/RedFronted_Tinkerbird/bPogPus1_alt,TRD,1
CM070349.1,Doves/Rock_Dove/bColLiv1_pri,TRB,5
CABFKC020000064.1,Doves/European_Turtle_Dove/bStrTur1_pri,TRB,5
JAMOAS010000961.1,Falcons/Peregrine_Falcon/bFalPer1_alt,TRB,3
JAMOAU010001379.1,Falcons/Lanner_Falcon/bFalBia1_alt,TRB,3
JAMOAM010000725.1,Falcons/Saker_Falcon/bFalChe1_alt,TRB,3
JAGFVT010000026.1,Falcons/Lesser_Kestrel/bFalNau1_pri,TRD,5
CM030148.1,Falcons/Lesser_Kestrel/bFalNau1_alt,TRA,9
CM030162.1,Falcons/Lesser_Kestrel/bFalNau1_alt,TRD,4
OY723452.1,Falcons/Mauritius_Kestrel/bFalPun1_pri,TRD,3
CATOBQ010004220.1,Landfowl/Western_Capercaillie/bTetUro1_alt,TRD,3
CM020558.1,Suboscines/LancedTailed_Manakin/bChiLan1_pri,TRA,3
WNMD01001044.1,Suboscines/LancedTailed_Manakin/bChiLan1_alt,TRB,8
JAKDEX010003007.1,Songbirds/Bells_Sparrow/bArtBel1_alt,TRD,4
JACEWF010000261.1,Songbirds/Garden_Warbler/bSylBor1_alt,TRD,3
CADCXG010000287.1,Songbirds/Small_tree_finch/GCA_902806625_1,TRA,8
CATIVF010000416.1,Cormorants/European_Shag/bGulAri2_alt,TRD,5
CM054268.1,Cranes/Whooping_Crane/bGruAme1_alt,TRB,8
CM050677.1,MiscBirds/Kagu/bRhyJub1_pri,TRD,4
CM072388.1,MiscBirds/Emu/bDroNov1_pri,TRB,9
CM067803.1,MiscBirds/CuckooRoller/bLepDis1_pri,TRD,4
JAGFVO010004153.1,MiscBirds/Maguari_Stork/bCicMag1_alt,TRD,5
JAJGQX010000426.1,MiscBirds/Whiskered_Treeswift/bHemCom1_alt,TRB,3
JAUANZ010003519.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRB,3
OZ222730.1,Owls/Little_Owl/bAthNoc1_pri,TRB,4
WNMJ02004663.1,Waterfowl/Mute_Swan/bCygOlo1_alt,TRB,3
CM026035.1,Woodpeckers/Downy_Woodpecker/bDryPub1_pri,TRA,9
JADCQL010001562.1,Woodpeckers/RedFronted_Tinkerbird/bPogPus1_alt,TRA,4
CABFKC020000094.1,Doves/European_Turtle_Dove/bStrTur1_pri,TRD,4
LR594576.2,Doves/European_Turtle_Dove/bStrTur1_pri,TRD,12
CABFKB020001666.1,Doves/European_Turtle_Dove/bStrTur1_alt,TRG,11
CABFKB020001668.1,Doves/European_Turtle_Dove/bStrTur1_alt,TRG,8
LR606188.1,Eagles/European_Golden_Eagle/bAquChr1_pri,TRA,6
UFQG04000078.1,Eagles/European_Golden_Eagle/bAquChr1_pri,TRA,8
CABFWM020003761.1,Eagles/European_Golden_Eagle/bAquChr1_alt,TRA,3
CABFWM020003762.1,Eagles/European_Golden_Eagle/bAquChr1_alt,TRA,3
CABFWM020003766.1,Eagles/European_Golden_Eagle/bAquChr1_alt,TRA,4
CABFWM020002116.1,Eagles/European_Golden_Eagle/bAquChr1_alt,TRD,8
CABFWM020003772.1,Eagles/European_Golden_Eagle/bAquChr1_alt,TRD,5
CABFWM020003852.1,Eagles/European_Golden_Eagle/bAquChr1_alt,TRD,6
JAPMHX010000763.1,Eagles/Harpy_Eagle/bHarHar1_alt,TRA,23
JAPMHX010003125.1,Eagles/Harpy_Eagle/bHarHar1_alt,TRA,15
JAPMHX010000928.1,Eagles/Harpy_Eagle/bHarHar1_alt,TRD,5
JAPMHX010003125.1,Eagles/Harpy_Eagle/bHarHar1_alt,TRD,4
JADCQP010008344.1,Falcons/Gyrfalcon/bFalRus1_alt,TRA,10
JADCQP010008350.1,Falcons/Gyrfalcon/bFalRus1_alt,TRA,14
JADCQP010008359.1,Falcons/Gyrfalcon/bFalRus1_alt,TRA,8
JAJGSS010000654.1,Ibises/Plumbeous_Ibis/bTheCae1_alt,TRA,4
JAJGSS010000674.1,Ibises/Plumbeous_Ibis/bTheCae1_alt,TRA,13
JAJGSS010000715.1,Ibises/Plumbeous_Ibis/bTheCae1_alt,TRA,6
JAJGSS010000607.1,Ibises/Plumbeous_Ibis/bTheCae1_alt,TRD,14
JAJGSS010000732.1,Ibises/Plumbeous_Ibis/bTheCae1_alt,TRD,4
CM041482.1,Landfowl/Rock_Ptarmigan/bLagMut1_pri,TRG,17
CM041503.1,Landfowl/Rock_Ptarmigan/bLagMut1_pri,TRG,4
CATOBQ010000313.1,Landfowl/Western_Capercaillie/bTetUro1_alt,TRA,12
CATOBQ010002382.1,Landfowl/Western_Capercaillie/bTetUro1_alt,TRA,19
JALIRH010000006.1,Landfowl/California_Quail/bCalCai1_pri,TRG,29
JALIRH010000030.1,Landfowl/California_Quail/bCalCai1_pri,TRG,9
JALIRH010000047.1,Landfowl/California_Quail/bCalCai1_pri,TRG,6
JALIRH010000048.1,Landfowl/California_Quail/bCalCai1_pri,TRG,6
JALIRI010000033.1,Landfowl/California_Quail/bCalCai1_alt,TRG,28
JALIRI010000051.1,Landfowl/California_Quail/bCalCai1_alt,TRG,6
JALIRI010000083.1,Landfowl/California_Quail/bCalCai1_alt,TRG,6
CM018077.1,Plovers/Razorbill/bAlcTor1_pri,TRG,3
VMED01000019.1,Plovers/Razorbill/bAlcTor1_pri,TRG,3
VMEC01000548.1,Plovers/Razorbill/bAlcTor1_alt,TRA,4
VMEC01001223.1,Plovers/Razorbill/bAlcTor1_alt,TRA,8
VMEC01001999.1,Plovers/Razorbill/bAlcTor1_alt,TRA,9
VMEC01002143.1,Plovers/Razorbill/bAlcTor1_alt,TRA,4
VMEC01002663.1,Plovers/Razorbill/bAlcTor1_alt,TRA,6
VMEC01002905.1,Plovers/Razorbill/bAlcTor1_alt,TRA,11
VMEC01000082.1,Plovers/Razorbill/bAlcTor1_alt,TRG,29
VMEC01000765.1,Plovers/Razorbill/bAlcTor1_alt,TRG,25
WNMX01001706.1,Plovers/Common_Tern/bSteHir1_alt,TRA,39
WNMX01001709.1,Plovers/Common_Tern/bSteHir1_alt,TRA,10
WNMX01001710.1,Plovers/Common_Tern/bSteHir1_alt,TRA,13
WNMX01001914.1,Plovers/Common_Tern/bSteHir1_alt,TRA,20
WNMX01000485.1,Plovers/Common_Tern/bSteHir1_alt,TRB,12
WNMX01000494.1,Plovers/Common_Tern/bSteHir1_alt,TRB,28
WNMX01001613.1,Plovers/Common_Tern/bSteHir1_alt,TRG,29
WNMX01001615.1,Plovers/Common_Tern/bSteHir1_alt,TRG,6
WNMX01002193.1,Plovers/Common_Tern/bSteHir1_alt,TRG,7
CAWUPG010000174.1,Plovers/BlackHeaded_Gull/bChrRid1_alt,TRD,17
CAWUPG010000637.1,Plovers/BlackHeaded_Gull/bChrRid1_alt,TRD,8
CAWVQZ010000196.1,Plovers/Lesser_BlackBacked_Gull/bLarFus1_alt,TRA,62
CAWVQZ010001369.1,Plovers/Lesser_BlackBacked_Gull/bLarFus1_alt,TRA,22
CAWVQZ010001438.1,Plovers/Lesser_BlackBacked_Gull/bLarFus1_alt,TRD,4
CAWVQZ010007018.1,Plovers/Lesser_BlackBacked_Gull/bLarFus1_alt,TRD,4
CAXMZI010001478.1,Plovers/YellowLegged_Gull/bLarMic1_alt,TRA,29
CAXMZI010001621.1,Plovers/YellowLegged_Gull/bLarMic1_alt,TRA,20
CAXMZI010001792.1,Plovers/YellowLegged_Gull/bLarMic1_alt,TRA,7
CAXMZI010002174.1,Plovers/YellowLegged_Gull/bLarMic1_alt,TRA,15
CAXMZI010002208.1,Plovers/YellowLegged_Gull/bLarMic1_alt,TRA,20
CAXMZI010000619.1,Plovers/YellowLegged_Gull/bLarMic1_alt,TRG,39
CAXMZI010001145.1,Plovers/YellowLegged_Gull/bLarMic1_alt,TRG,37
CAXMZI010003213.1,Plovers/YellowLegged_Gull/bLarMic1_alt,TRG,11
WNMD01002426.1,Suboscines/LancedTailed_Manakin/bChiLan1_alt,TRG,3
WNMD01002446.1,Suboscines/LancedTailed_Manakin/bChiLan1_alt,TRG,3
RRCE01001536.1,Hummingbirds/Annas_Hummingbird/bCalAnn1_alt,TRB,6
RRCE01001545.1,Hummingbirds/Annas_Hummingbird/bCalAnn1_alt,TRB,3
CM069798.1,Hummingbirds/Tourmaline_Sunangel/bHelExo1_pri,TRA,9
CM069800.1,Hummingbirds/Tourmaline_Sunangel/bHelExo1_pri,TRA,5
CM069832.1,Hummingbirds/Tourmaline_Sunangel/bHelExo1_alt,TRA,5
JAVJNL010000051.1,Hummingbirds/Tourmaline_Sunangel/bHelExo1_alt,TRA,6
JAKDEX010003007.1,Songbirds/Bells_Sparrow/bArtBel1_alt,TRA,34
JAKDEX010016358.1,Songbirds/Bells_Sparrow/bArtBel1_alt,TRA,7
JAKDEX010034570.1,Songbirds/Bells_Sparrow/bArtBel1_alt,TRA,7
JAKDEX010001888.1,Songbirds/Bells_Sparrow/bArtBel1_alt,TRB,15
JAKDEX010016457.1,Songbirds/Bells_Sparrow/bArtBel1_alt,TRB,4
WSPK01003368.1,Songbirds/Common_Yellowthroat/bGeoTri1_alt,TRA,4
WSPK01004617.1,Songbirds/Common_Yellowthroat/bGeoTri1_alt,TRA,14
WNMZ01002127.1,Songbirds/European_Blackcap/bSylAtr1_alt,TRA,12
WNMZ01002133.1,Songbirds/European_Blackcap/bSylAtr1_alt,TRA,21
WNMZ01002134.1,Songbirds/European_Blackcap/bSylAtr1_alt,TRA,28
WNMZ01002136.1,Songbirds/European_Blackcap/bSylAtr1_alt,TRA,19
JACEWF010000261.1,Songbirds/Garden_Warbler/bSylBor1_alt,TRA,27
JACEWF010000262.1,Songbirds/Garden_Warbler/bSylBor1_alt,TRA,34
CM071466.1,Songbirds/House_Sparrow/bPasDom1_alt,TRB,9
JAKOOM010004608.1,Songbirds/Savannah_Sparrow2/bPasSan1_alt,TRB,3
JAKOOM010005019.1,Songbirds/Savannah_Sparrow2/bPasSan1_alt,TRB,12
JAKOOM010025569.1,Songbirds/Savannah_Sparrow2/bPasSan1_alt,TRB,4
CM069667.1,Songbirds/Seaside_Sparrow/bAmmMai1_pri,TRB,17
JAYKTQ010000203.1,Songbirds/Seaside_Sparrow/bAmmMai1_pri,TRB,20
JALCYM010003499.1,Songbirds/Song_Sparrow2/bMelMel1_alt,TRA,8
JALCYM010009403.1,Songbirds/Song_Sparrow2/bMelMel1_alt,TRA,12
JALCYM010009684.1,Songbirds/Song_Sparrow2/bMelMel1_alt,TRA,8
JALCYM010023409.1,Songbirds/Song_Sparrow2/bMelMel1_alt,TRA,6
JALCYM010027600.1,Songbirds/Song_Sparrow2/bMelMel1_alt,TRA,3
WNMR02003004.1,Songbirds/Swainsons_Thrush/bCatUst1_alt,TRD,6
WNMR02003037.1,Songbirds/Swainsons_Thrush/bCatUst1_alt,TRD,4
WNMR02003199.1,Songbirds/Swainsons_Thrush/bCatUst1_alt,TRD,4
JACSVZ010000027.1,Songbirds/Paradise_Crow/bLycPry6_pri,TRA,33
JACSVZ010000064.1,Songbirds/Paradise_Crow/bLycPry6_pri,TRA,23
JACSVZ010000001.1,Songbirds/Paradise_Crow/bLycPry6_pri,TRB,22
JACSVZ010000176.1,Songbirds/Paradise_Crow/bLycPry6_pri,TRB,7
JAAIYD010000759.1,Cranes/Grey_CrownedCrane/bBalReg1_alt,TRA,9
JAAIYD010000832.1,Cranes/Grey_CrownedCrane/bBalReg1_alt,TRA,14
JAAIYD010000924.1,Cranes/Grey_CrownedCrane/bBalReg1_alt,TRA,3
CM054289.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,7
JARBUR010000042.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,6
JARBUR010000043.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,7
JARBUR010000044.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,7
JARBUR010000133.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,7
JARBUR010000145.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,6
JARBUR010000178.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,4
JARBUR010000201.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,4
JARBUR010000285.1,Cranes/Whooping_Crane/bGruAme1_alt,TRA,6
JAJHSZ010000027.1,Cranes/Takahe/bPorHoc1_alt,TRA,33
JAJHSZ010000101.1,Cranes/Takahe/bPorHoc1_alt,TRA,13
JAGIYU010000420.1,MiscBirds/Common_Cuckoo/bCucCan1_alt,TRA,7
JAGIYU010000820.1,MiscBirds/Common_Cuckoo/bCucCan1_alt,TRA,22
CM054236.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRA,12
CM054375.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRA,9
JARBXP010000123.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRA,2
CM054370.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRD,5
JARBXP010000064.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRD,7
JARBXP010000071.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRD,10
JARBXP010000124.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRD,22
JARBXQ010000072.1,MiscBirds/Speckled_Mousebird/bColStr4_alt,TRA,2
JARBXQ010000222.1,MiscBirds/Speckled_Mousebird/bColStr4_alt,TRA,2
CM054230.1,MiscBirds/Speckled_Mousebird/bColStr4_alt,TRD,22
JARBXQ010000072.1,MiscBirds/Speckled_Mousebird/bColStr4_alt,TRD,23
JAJGQZ010001328.1,MiscBirds/Common_Swift/bApuApu2_alt,TRA,3
JAJGQZ010001511.1,MiscBirds/Common_Swift/bApuApu2_alt,TRA,6
JAJGQZ010001579.1,MiscBirds/Common_Swift/bApuApu2_alt,TRA,7
JAJGQZ010001586.1,MiscBirds/Common_Swift/bApuApu2_alt,TRA,5
JAJGSU010000793.1,MiscBirds/Surucua_Trogon/bTroSur1_alt,TRA,12
JAJGSU010000800.1,MiscBirds/Surucua_Trogon/bTroSur1_alt,TRA,9
WNMH01000031.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRA,9
WNMH01000035.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRA,9
WNMH01000048.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRA,5
WNMH01000055.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRA,8
WNMH01000075.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRA,6
WNMH01000083.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRA,5
WNMH01003464.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRA,7
WNMH01003467.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRA,3
WNMH01000025.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRD,6
WNMH01003464.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRD,3
WNMH01003467.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRD,7
WNMH01003490.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRD,4
JABXNW010001069.1,MiscBirds/Great_Potoo/bNycGra1_alt,TRA,4
JABXNW010001172.1,MiscBirds/Great_Potoo/bNycGra1_alt,TRA,5
JABXNW010001210.1,MiscBirds/Great_Potoo/bNycGra1_alt,TRA,5
WOXX01002293.1,MiscBirds/RedCrested_Turaco/bTauEry1_alt,TRB,10
WOXX01002294.1,MiscBirds/RedCrested_Turaco/bTauEry1_alt,TRB,11
WOXX01002298.1,MiscBirds/RedCrested_Turaco/bTauEry1_alt,TRB,10
WNML01003181.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRA,14
WNML01003219.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRA,12
WNML01003312.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRA,6
WNML01003339.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRA,19
WNML01003341.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRA,10
WNML01003347.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRA,27
WNML01003367.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRA,15
WNML01003454.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRA,6
WNML01002742.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRG,8
WNML01003358.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRG,33
WNML01003196.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRD,8
WNML01003341.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRD,19
WNML01003370.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRD,5
CM020291.1,MiscBirds/RedLegged_Seriema/bCarCri1_pri,TRA,5
WNMO01000082.1,MiscBirds/RedLegged_Seriema/bCarCri1_pri,TRA,4
WNMP01000006.1,MiscBirds/RedLegged_Seriema/bCarCri1_alt,TRA,13
WNMP01000009.1,MiscBirds/RedLegged_Seriema/bCarCri1_alt,TRA,16
WNMP01002670.1,MiscBirds/RedLegged_Seriema/bCarCri1_alt,TRA,4
WNMP01002736.1,MiscBirds/RedLegged_Seriema/bCarCri1_alt,TRA,4
WNMP01002756.1,MiscBirds/RedLegged_Seriema/bCarCri1_alt,TRA,8
WNMP01002434.1,MiscBirds/RedLegged_Seriema/bCarCri1_alt,TRB,4
WNMP01002436.1,MiscBirds/RedLegged_Seriema/bCarCri1_alt,TRB,7
JAGFVO010004164.1,MiscBirds/Maguari_Stork/bCicMag1_alt,TRA,4
JAGFVO010004229.1,MiscBirds/Maguari_Stork/bCicMag1_alt,TRA,5
JAJGQX010001804.1,MiscBirds/Whiskered_Treeswift/bHemCom1_alt,TRA,18
JAJGQX010001805.1,MiscBirds/Whiskered_Treeswift/bHemCom1_alt,TRA,9
JAJGQX010001806.1,MiscBirds/Whiskered_Treeswift/bHemCom1_alt,TRA,6
JAJGQX010001807.1,MiscBirds/Whiskered_Treeswift/bHemCom1_alt,TRA,7
JAJGQX010001843.1,MiscBirds/Whiskered_Treeswift/bHemCom1_alt,TRA,6
CM060001.1,MiscBirds/Dalmatian_Pelican/bPelCri1_pri,TRG,9
JAUANY010000163.1,MiscBirds/Dalmatian_Pelican/bPelCri1_pri,TRG,11
JAUANZ010001396.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRA,4
JAUANZ010003896.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRA,17
JAUANZ010004243.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRA,11
JAUANZ010006280.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRA,14
JAUANZ010002238.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRG,6
JAUANZ010006200.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRG,6
JAUANZ010007131.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRG,6
CM020412.1,MiscBirds/Carmine_BeeEater/bMerNub1_pri,TRD,3
WNMU01000079.1,MiscBirds/Carmine_BeeEater/bMerNub1_pri,TRD,3
WNMV01002866.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRD,3
WNMV01002867.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRD,5
WNMV01002936.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRD,3
WNMV01003018.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRD,3
WNMV01003118.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRD,3
WNMV01003122.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRD,3
JBDMAY010000033.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_alt,TRA,10
JBDMAY010000034.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_alt,TRA,6
WNMN01000534.1,Waterfowl/Tufted_Duck/bAytFul2_alt,TRA,12
WNMN01000661.1,Waterfowl/Tufted_Duck/bAytFul2_alt,TRA,18
WNMJ02004870.1,Waterfowl/Mute_Swan/bCygOlo1_alt,TRA,16
WNMJ02005013.1,Waterfowl/Mute_Swan/bCygOlo1_alt,TRA,8
WNMJ02003232.1,Waterfowl/Mute_Swan/bCygOlo1_alt,TRG,16
WNMJ02003246.1,Waterfowl/Mute_Swan/bCygOlo1_alt,TRG,20
WNMJ02004869.1,Waterfowl/Mute_Swan/bCygOlo1_alt,TRD,6
WNMJ02004870.1,Waterfowl/Mute_Swan/bCygOlo1_alt,TRD,9
WNMJ02004871.1,Waterfowl/Mute_Swan/bCygOlo1_alt,TRD,6
CAWVPT010000441.1,Waterfowl/Northern_Pintail/bAnaAcu1_alt,TRA,21
CAWVPT010001339.1,Waterfowl/Northern_Pintail/bAnaAcu1_alt,TRA,7
JANXIN010000119.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_pri,TRA,5
JANXIN010000127.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_pri,TRA,5
JANXIN010000182.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_pri,TRA,21
JANXIN010000277.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_pri,TRA,17
JANXIO010000125.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_alt,TRA,5
JANXIO010000179.1,Woodpeckers/Acorn_Woodpecker/bMelFor1_alt,TRA,25
JACNMW010000623.1,Woodpeckers/Downy_Woodpecker/bDryPub1_alt,TRA,10
JACNMW010001007.1,Woodpeckers/Downy_Woodpecker/bDryPub1_alt,TRA,10
